t,Sv0,Ss0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Iv0,Is0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Rv0,Rs0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIv, pIv,pIs,pIg
10,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,0.0399838,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,7.13E-06,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,0.000226229,0.000226229,0.000226229
11,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,0.039982,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,9.82E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,8.21E-06,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,1.41E-05,0.000245464,0.000245464,0.000245464
12,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,0.03998,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,1.07E-05,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,9.38E-06,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,0.000266331,0.000266331,0.000266331
13,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,0.0399778,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.16E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,0.000288969,0.000288969,0.000288969
14,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,0.0399754,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,0.000313527,0.000313527,0.000313527
15,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,0.0399729,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,2.33E-05,0.000340169,0.000340169,0.000340169
16,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,0.0399701,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,1.51E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,2.62E-05,0.000369069,0.000369069,0.000369069
17,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,0.0399671,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,2.92E-05,0.00040042,0.00040042,0.00040042
18,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,0.0399638,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,1.88E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,0.000434426,0.000434426,0.000434426
19,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,0.0399603,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,1.89E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,0.000471313,0.000471313,0.000471313
20,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,0.0399565,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.05E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,2.31E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,0.000511322,0.000511322,0.000511322
21,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,0.0399523,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,2.55E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,4.42E-05,0.000554717,0.000554717,0.000554717
22,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,0.0399478,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,2.81E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,4.88E-05,0.000601781,0.000601781,0.000601781
23,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,0.0399429,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,2.61E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,3.10E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,0.000652824,0.000652824,0.000652824
24,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,0.0399376,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,3.40E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,0.000708178,0.000708178,0.000708178
25,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,0.0399319,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,6.50E-05,0.000768204,0.000768204,0.000768204
26,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,0.0399256,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,3.33E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,4.10E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,7.13E-05,0.000833294,0.000833294,0.000833294
27,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,0.0399189,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,7.82E-05,0.00090387,0.00090387,0.00090387
28,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,0.0399116,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,3.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,0.000980389,0.000980389,0.000980389
